2024-01-12 at 14:45:59 | INFO | Creating the Mismatch Database
2024-01-12 at 14:47:57 | INFO | Created: pan-ebola-1000-0.005/work/mismatch.db
2024-01-12 at 14:48:07 | INFO | Read in MSA: all-ebola.align	seqs:2752	cols:21142
2024-01-12 at 15:02:55 | DEBUG | FKmer: 18	WalksOut
2024-01-12 at 15:02:55 | DEBUG | FKmer: 371	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 372	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 373	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 374	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 375	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 376	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 377	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 378	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 379	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 380	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 381: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 382: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 383	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 384	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 385	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 386	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 387	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 388	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 389	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 390	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 391	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 392	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 393	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 394	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 395	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 396	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 397	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 398	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 399	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 400	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 401	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 402	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 403	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 404	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 405	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 406	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 407	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 408	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 409	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 410	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 411	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 412	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 413	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 414	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 415	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 416	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 417	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 418	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 419	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 420	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 421	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 422	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 423	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 424	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 425	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 426	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 427	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 428	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 429	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 430: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 431	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 432	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 433	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 434	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 435	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 436	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 437	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 438	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 439	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 440	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 441	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 442	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 443	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 444	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 445	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 446	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 447	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 448: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 449	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 450	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 451	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 452	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 453	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 454	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 455	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 456	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 457	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 458	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 459	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 460	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 461	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 462	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 463	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 464	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 465	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 466	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 467	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 468	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 469	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 470	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 471	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 472	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 473	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 474	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 475	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 476	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 477	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 478	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 479	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 480	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 481	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 482	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 483	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 484	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 485	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 486	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 487	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 488	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 489	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 490	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 491	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 492	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 493	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 494	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 495	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 496	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 497	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 498	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 499	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 500	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 501	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 502	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 503	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 504	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 505	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 506	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 507	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 508	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 509	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 510	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 511	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 512	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 513	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 514	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 515	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 516	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 517	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 518	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 519	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 520	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 521	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 522	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 523	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 524	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 525	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 526	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 527	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 528	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 529	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 530	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 531	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 532	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 533	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 534	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 535	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 536	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 537	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 538	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 539	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 540	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 541	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 542	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 543	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 544	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 545	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 546	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 547	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 548	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 549	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 550	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 551	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 552: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 553	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 554	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 555: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 556	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 557: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 558: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 559	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 560	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 561	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 562	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 563	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 564	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 565	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 566	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 567	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 568	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 569	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 570	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 571	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 572	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 573	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 574	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 575	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 576	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 577	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 578	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 579	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 580	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 581	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 582	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 583	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 584	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 585	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 586	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 587	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 588	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 589	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 590	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 591	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 592	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 593	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 594	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 595	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 596	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 597	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 598	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 599	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 600	GapOnSetBase
2024-01-12 at 15:02:55 | DEBUG | FKmer: 601	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 602	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 603	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 604	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 605	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 606	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 607	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 608	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 609	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 610	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 611	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 612	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 613	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 614	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 615	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 616	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 617	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 618	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 619	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 620	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 621	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 622	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 623	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 624	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 625	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 626	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 627	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 628	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 629	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 630	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 631	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 632	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 633: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 634: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 635: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 636: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 637	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 638	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 639	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 640	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 641	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 642	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 643	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 644	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 645	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 646	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 647	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 648	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 649	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 650	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 651	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 652	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 653	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 654	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 655	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 656	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 657	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 658	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 659	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 660	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 661	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 662: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 663	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 664: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 665: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 666: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 667: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 668: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 669: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 670: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 671: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 672: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 673: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 674	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 675	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 676	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 677	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 678	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 679	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 680	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 681	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 682	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 683	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 684	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 685	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 686	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 687	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 688	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 689	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 690	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 691	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 692	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 693	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 694	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 695	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 696	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 697	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 698	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 699	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 700	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 701	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 702	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 703	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 704	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 705	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 706	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 707	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 708	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 709	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 710	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 711	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 712	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 713	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 714	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 715	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 716	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 717	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 718	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 719	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 720: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 721: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 722: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 723: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 724: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 725: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 726: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 727: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 728: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 729: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 730	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 731	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 732	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 733	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 734	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 735	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 736	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 737	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 738	HairpinFail
